lema,zipf,rareza,categoria_provisional,silabas,acentuacion
tribunal,4.86,poco_comun,,3,aguda
usuario,4.86,poco_comun,,3,llana
amo,4.85,poco_comun,,2,llana
barrio,4.85,poco_comun,,2,llana
chico,4.85,poco_comun,,2,llana
ciento,4.85,poco_comun,,2,llana
comercial,4.85,poco_comun,,3,aguda
copa,4.85,poco_comun,,2,llana
cuyo,4.85,poco_comun,,2,llana
elección,4.85,poco_comun,,3,aguda
exterior,4.85,poco_comun,,3,aguda
honor,4.85,poco_comun,,2,aguda
llamar,4.85,poco_comun,verbo,2,aguda
mejorar,4.85,poco_comun,verbo,3,aguda
morir,4.85,poco_comun,verbo,2,aguda
parque,4.85,poco_comun,,2,llana
triste,4.85,poco_comun,,2,llana
alguno,4.84,poco_comun,,3,llana
contrato,4.84,poco_comun,,3,llana
debate,4.84,poco_comun,,3,llana
diseño,4.84,poco_comun,,3,llana
electoral,4.84,poco_comun,,4,aguda
hogar,4.84,poco_comun,,2,aguda
mando,4.84,poco_comun,,2,llana
recibir,4.84,poco_comun,verbo,3,aguda
rojo,4.84,poco_comun,,2,llana
similar,4.84,poco_comun,verbo,3,aguda
argentino,4.83,poco_comun,,4,llana
azul,4.83,poco_comun,,2,aguda
carne,4.83,poco_comun,,2,llana
cumplir,4.83,poco_comun,verbo,2,aguda
discurso,4.83,poco_comun,,3,llana
estudiar,4.83,poco_comun,verbo,3,aguda
expresión,4.83,poco_comun,,3,aguda
extraño,4.83,poco_comun,,3,llana
garcía,4.83,poco_comun,,3,llana
increíble,4.83,poco_comun,,4,llana
inicio,4.83,poco_comun,,3,llana
juez,4.83,poco_comun,,1,aguda
maestro,4.83,poco_comun,,3,llana
marco,4.83,poco_comun,,2,llana
materia,4.83,poco_comun,,3,llana
ninguno,4.83,poco_comun,,3,llana
oposición,4.83,poco_comun,,4,aguda
registro,4.83,poco_comun,,3,llana
teatro,4.83,poco_comun,,3,llana
asamblea,4.82,poco_comun,,4,llana
caja,4.82,poco_comun,,2,llana
empleo,4.82,poco_comun,,3,llana
enfermedad,4.82,poco_comun,,4,aguda
escena,4.82,poco_comun,,3,llana
estructura,4.82,poco_comun,,4,llana
golpe,4.82,poco_comun,,2,llana
grado,4.82,poco_comun,,2,llana
lleno,4.82,poco_comun,,2,llana
matrimonio,4.82,poco_comun,,4,llana
misión,4.82,poco_comun,,2,aguda
pan,4.82,poco_comun,,1,aguda
parecer,4.82,poco_comun,,3,aguda
participar,4.82,poco_comun,verbo,4,aguda
peligro,4.82,poco_comun,,3,llana
pelo,4.82,poco_comun,,2,llana
presión,4.82,poco_comun,,2,aguda
sección,4.82,poco_comun,,2,aguda
venir,4.82,poco_comun,verbo,2,aguda
amiga,4.81,poco_comun,,3,llana
batalla,4.81,poco_comun,,3,llana
café,4.81,poco_comun,,2,aguda
carácter,4.81,poco_comun,verbo,3,llana
duro,4.81,poco_comun,,2,llana
eh,4.81,poco_comun,,1,aguda
estación,4.81,poco_comun,,3,aguda
evento,4.81,poco_comun,,3,llana
francés,4.81,poco_comun,,2,aguda
gana,4.81,poco_comun,,2,llana
independiente,4.81,poco_comun,,5,llana
intento,4.81,poco_comun,,3,llana
japón,4.81,poco_comun,,2,aguda
lunes,4.81,poco_comun,,2,llana
novia,4.81,poco_comun,,2,llana
operación,4.81,poco_comun,,4,aguda
papa,4.81,poco_comun,,2,llana
perdón,4.81,poco_comun,,2,aguda
planta,4.81,poco_comun,,2,llana
teoría,4.81,poco_comun,,4,llana
baño,4.8,poco_comun,,2,llana
compra,4.8,poco_comun,,2,llana
concepto,4.8,poco_comun,,3,llana
dicha,4.8,poco_comun,,2,llana
directo,4.8,poco_comun,,3,llana
enorme,4.8,poco_comun,,3,llana
festival,4.8,poco_comun,,3,aguda
gobernador,4.8,poco_comun,,4,aguda
hotel,4.8,poco_comun,,2,aguda
lograr,4.8,poco_comun,verbo,2,aguda
matar,4.8,poco_comun,verbo,2,aguda
período,4.8,poco_comun,,4,esdrujula
piel,4.8,poco_comun,,1,aguda
raro,4.8,poco_comun,,2,llana
responsable,4.8,poco_comun,,4,llana
rusia,4.8,poco_comun,,2,llana
tamaño,4.8,poco_comun,,3,llana
afuera,4.79,poco_comun,,3,llana
clave,4.79,poco_comun,,2,llana
compartir,4.79,poco_comun,verbo,3,aguda
crítica,4.79,poco_comun,,3,esdrujula
demanda,4.79,poco_comun,,3,llana
ecuador,4.79,poco_comun,,3,aguda
luna,4.79,poco_comun,,2,llana
ojo,4.79,poco_comun,,2,llana
personaje,4.79,poco_comun,,4,llana
piso,4.79,poco_comun,,2,llana
pro,4.79,poco_comun,,1,aguda
quizá,4.79,poco_comun,,2,aguda
recién,4.79,poco_comun,,2,aguda
reina,4.79,poco_comun,,2,llana
salvo,4.79,poco_comun,,2,llana
sábado,4.79,poco_comun,,3,esdrujula
tercer,4.79,poco_comun,verbo,2,aguda
velocidad,4.79,poco_comun,,4,aguda
visión,4.79,poco_comun,,2,aguda
alcalde,4.78,poco_comun,,3,llana
altura,4.78,poco_comun,,3,llana
candidato,4.78,poco_comun,,4,llana
comentario,4.78,poco_comun,,4,llana
competencia,4.78,poco_comun,,4,llana
debajo,4.78,poco_comun,,3,llana
facultad,4.78,poco_comun,,3,aguda
generación,4.78,poco_comun,,4,aguda
gestión,4.78,poco_comun,,2,aguda
menudo,4.78,poco_comun,,3,llana
presupuesto,4.78,poco_comun,,4,llana
querido,4.78,poco_comun,,3,llana
abogado,4.77,poco_comun,,4,llana
abrir,4.77,poco_comun,verbo,2,aguda
antiguo,4.77,poco_comun,,3,llana
carga,4.77,poco_comun,,2,llana
cita,4.77,poco_comun,,2,llana
consumo,4.77,poco_comun,,3,llana
contexto,4.77,poco_comun,,3,llana
correo,4.77,poco_comun,,3,llana
culo,4.77,poco_comun,,2,llana
ejercicio,4.77,poco_comun,,4,llana
elegir,4.77,poco_comun,verbo,3,aguda
figura,4.77,poco_comun,,3,llana
genial,4.77,poco_comun,,2,aguda
jugador,4.77,poco_comun,,3,aguda
municipal,4.77,poco_comun,,4,aguda
nueve,4.77,poco_comun,,2,llana
objeto,4.77,poco_comun,,3,llana
publicación,4.77,poco_comun,,4,aguda
tratamiento,4.77,poco_comun,,4,llana
villa,4.77,poco_comun,,2,llana
calor,4.76,poco_comun,,2,aguda
conciencia,4.76,poco_comun,,3,llana
cárcel,4.76,poco_comun,,2,llana
dejo,4.76,poco_comun,,2,llana
digital,4.76,poco_comun,,3,aguda
distrito,4.76,poco_comun,,3,llana
familiar,4.76,poco_comun,verbo,3,aguda
fundación,4.76,poco_comun,,3,aguda
ganado,4.76,poco_comun,,3,llana
histórico,4.76,poco_comun,,4,esdrujula
intención,4.76,poco_comun,,3,aguda
junta,4.76,poco_comun,,2,llana
listo,4.76,poco_comun,,2,llana
máximo,4.76,poco_comun,,3,esdrujula
piedra,4.76,poco_comun,,2,llana
privado,4.76,poco_comun,,3,llana
propósito,4.76,poco_comun,,4,esdrujula
recordar,4.76,poco_comun,verbo,3,aguda
secretario,4.76,poco_comun,,4,llana
sede,4.76,poco_comun,,2,llana
técnica,4.76,poco_comun,,3,esdrujula
aeropuerto,4.75,poco_comun,,5,llana
autoridad,4.75,poco_comun,,4,aguda
ay,4.75,poco_comun,,1,aguda
cadena,4.75,poco_comun,,3,llana
capitán,4.75,poco_comun,,3,aguda
continuación,4.75,poco_comun,,4,aguda
delante,4.75,poco_comun,,3,llana
humana,4.75,poco_comun,,3,llana
influencia,4.75,poco_comun,,3,llana
judicial,4.75,poco_comun,,3,aguda
lenguaje,4.75,poco_comun,,3,llana
literatura,4.75,poco_comun,,5,llana
mexicano,4.75,poco_comun,,4,llana
querer,4.75,poco_comun,verbo,2,aguda
actitud,4.74,poco_comun,,3,aguda
basura,4.74,poco_comun,,3,llana
búsqueda,4.74,poco_comun,,3,esdrujula
clara,4.74,poco_comun,,2,llana
coche,4.74,poco_comun,,2,llana
corto,4.74,poco_comun,,2,llana
cuánto,4.74,poco_comun,,2,llana
documento,4.74,poco_comun,,4,llana
espíritu,4.74,poco_comun,,4,esdrujula
existencia,4.74,poco_comun,,4,llana
frontera,4.74,poco_comun,,3,llana
idioma,4.74,poco_comun,,3,llana
leche,4.74,poco_comun,,2,llana
mirar,4.74,poco_comun,verbo,2,aguda
obstante,4.74,poco_comun,,3,llana
planeta,4.74,poco_comun,,3,llana
pobreza,4.74,poco_comun,,3,llana
quedar,4.74,poco_comun,verbo,2,aguda
sexual,4.74,poco_comun,,2,aguda
tienda,4.74,poco_comun,,2,llana
belleza,4.73,poco_comun,,3,llana
blog,4.73,poco_comun,,1,aguda
construir,4.73,poco_comun,verbo,2,aguda
cuándo,4.73,poco_comun,,2,llana
declaración,4.73,poco_comun,,4,aguda
estadounidense,4.73,poco_comun,,6,llana
estatal,4.73,poco_comun,,3,aguda
jorge,4.73,poco_comun,,2,llana
león,4.73,poco_comun,,2,aguda
mínimo,4.73,poco_comun,,3,esdrujula
ojalá,4.73,poco_comun,,3,aguda
pantalla,4.73,poco_comun,,3,llana
papá,4.73,poco_comun,,2,aguda
perfil,4.73,poco_comun,,2,aguda
tarea,4.73,poco_comun,,3,llana
tratado,4.73,poco_comun,,3,llana
artista,4.72,poco_comun,,3,llana
caer,4.72,poco_comun,verbo,2,aguda
compañero,4.72,poco_comun,,4,llana
crédito,4.72,poco_comun,,3,esdrujula
cuesta,4.72,poco_comun,,2,llana
distribución,4.72,poco_comun,,4,aguda
gas,4.72,poco_comun,,1,aguda
grave,4.72,poco_comun,,2,llana
identidad,4.72,poco_comun,,4,aguda
inteligencia,4.72,poco_comun,,5,llana
inversión,4.72,poco_comun,,3,aguda
llena,4.72,poco_comun,,2,llana
mirada,4.72,poco_comun,,3,llana
pedido,4.72,poco_comun,,3,llana
playa,4.72,poco_comun,,2,llana
promedio,4.72,poco_comun,,3,llana
pérdida,4.72,poco_comun,,3,esdrujula
resistencia,4.72,poco_comun,,4,llana
seria,4.72,poco_comun,,2,llana
terreno,4.72,poco_comun,,3,llana
valencia,4.72,poco_comun,,3,llana
voluntad,4.72,poco_comun,,3,aguda
votar,4.72,poco_comun,verbo,2,aguda
aceptar,4.71,poco_comun,verbo,3,aguda
antigua,4.71,poco_comun,,3,llana
asesinato,4.71,poco_comun,,5,llana
aspecto,4.71,poco_comun,,3,llana
cocina,4.71,poco_comun,,3,llana
comité,4.71,poco_comun,,3,aguda
conflicto,4.71,poco_comun,,3,llana
consecuencia,4.71,poco_comun,,4,llana
correcto,4.71,poco_comun,,3,llana
dulce,4.71,poco_comun,,2,llana
física,4.71,poco_comun,,3,esdrujula
jueves,4.71,poco_comun,,2,llana
medicina,4.71,poco_comun,,4,llana
mío,4.71,poco_comun,,2,llana
novela,4.71,poco_comun,,3,llana
oh,4.71,poco_comun,,1,aguda
pa,4.71,poco_comun,,1,aguda
permiso,4.71,poco_comun,,3,llana
presentación,4.71,poco_comun,,4,aguda
puente,4.71,poco_comun,,2,llana
reconocimiento,4.71,poco_comun,,6,llana
regreso,4.71,poco_comun,,3,llana
rosa,4.71,poco_comun,,2,llana
subir,4.71,poco_comun,verbo,2,aguda
tenia,4.71,poco_comun,,2,llana
tren,4.71,poco_comun,,1,aguda
utilizar,4.71,poco_comun,verbo,4,aguda
bebé,4.7,poco_comun,,2,aguda
categoría,4.7,poco_comun,,5,llana
concurso,4.7,poco_comun,,3,llana
decreto,4.7,poco_comun,,3,llana
ejecutivo,4.7,poco_comun,,5,llana
estrategia,4.7,poco_comun,,4,llana
frío,4.7,poco_comun,,2,llana
latina,4.7,poco_comun,,3,llana
municipio,4.7,poco_comun,,4,llana
patria,4.7,poco_comun,,2,llana
penal,4.7,poco_comun,,2,aguda
pensamiento,4.7,poco_comun,,4,llana
periodista,4.7,poco_comun,,4,llana
prisión,4.7,poco_comun,,2,aguda
accidente,4.69,poco_comun,,4,llana
actualidad,4.69,poco_comun,,4,aguda
avión,4.69,poco_comun,,2,aguda
bandera,4.69,poco_comun,,3,llana
biblioteca,4.69,poco_comun,,4,llana
celular,4.69,poco_comun,verbo,3,aguda
costo,4.69,poco_comun,,2,llana
deje,4.69,poco_comun,,2,llana
delito,4.69,poco_comun,,3,llana
deporte,4.69,poco_comun,,3,llana
disco,4.69,poco_comun,,2,llana
entrega,4.69,poco_comun,,3,llana
escritor,4.69,poco_comun,,3,aguda
etapa,4.69,poco_comun,,3,llana
iniciativa,4.69,poco_comun,,5,llana
liga,4.69,poco_comun,,2,llana
madera,4.69,poco_comun,,3,llana
minuto,4.69,poco_comun,,3,llana
ocasión,4.69,poco_comun,,3,aguda
regional,4.69,poco_comun,,3,aguda
resolución,4.69,poco_comun,,4,aguda
rodríguez,4.69,poco_comun,,3,llana
ruta,4.69,poco_comun,,2,llana
secreto,4.69,poco_comun,,3,llana
tendencia,4.69,poco_comun,,3,llana
toca,4.69,poco_comun,,2,llana
tradicional,4.69,poco_comun,,4,aguda
acaso,4.68,poco_comun,,3,llana
audiencia,4.68,poco_comun,,3,llana
comienzo,4.68,poco_comun,,3,llana
condición,4.68,poco_comun,,3,aguda
crimen,4.68,poco_comun,,2,llana
diego,4.68,poco_comun,,2,llana
disponible,4.68,poco_comun,,4,llana
extranjero,4.68,poco_comun,,4,llana
formar,4.68,poco_comun,verbo,2,aguda
frase,4.68,poco_comun,,2,llana
global,4.68,poco_comun,,2,aguda
impacto,4.68,poco_comun,,3,llana
inteligente,4.68,poco_comun,,5,llana
intentar,4.68,poco_comun,verbo,3,aguda
laboral,4.68,poco_comun,,3,aguda
móvil,4.68,poco_comun,,2,llana
presentar,4.68,poco_comun,verbo,3,aguda
presidencia,4.68,poco_comun,,4,llana
publicidad,4.68,poco_comun,,4,aguda
resolver,4.68,poco_comun,verbo,3,aguda
trato,4.68,poco_comun,,2,llana
alcanzar,4.67,poco_comun,verbo,3,aguda
animal,4.67,poco_comun,,3,aguda
aparte,4.67,poco_comun,,3,llana
ciudadano,4.67,poco_comun,,4,llana
colaboración,4.67,poco_comun,,5,aguda
compromiso,4.67,poco_comun,,4,llana
conferencia,4.67,poco_comun,,4,llana
cuento,4.67,poco_comun,,2,llana
cáncer,4.67,poco_comun,verbo,2,llana
deuda,4.67,poco_comun,,2,llana
división,4.67,poco_comun,,3,aguda
enemigo,4.67,poco_comun,,4,llana
explicar,4.67,poco_comun,verbo,3,aguda
foro,4.67,poco_comun,,2,llana
frecuencia,4.67,poco_comun,,3,llana
habitación,4.67,poco_comun,,4,aguda
humanidad,4.67,poco_comun,,4,aguda
humor,4.67,poco_comun,,2,aguda
institución,4.67,poco_comun,,4,aguda
lima,4.67,poco_comun,,2,llana
lindo,4.67,poco_comun,,2,llana
llegada,4.67,poco_comun,,3,llana
moral,4.67,poco_comun,,2,aguda
museo,4.67,poco_comun,,3,llana
mía,4.67,poco_comun,,2,llana
palacio,4.67,poco_comun,,3,llana
plataforma,4.67,poco_comun,,4,llana
regalo,4.67,poco_comun,,3,llana
religión,4.67,poco_comun,,3,aguda
segura,4.67,poco_comun,,3,llana
tuyo,4.67,poco_comun,,2,llana
técnico,4.67,poco_comun,,3,esdrujula
as,4.66,poco_comun,,1,aguda
bonito,4.66,poco_comun,,3,llana
breve,4.66,poco_comun,,2,llana
capítulo,4.66,poco_comun,,4,esdrujula
cumpleaños,4.66,poco_comun,,4,llana
defender,4.66,poco_comun,verbo,3,aguda
estrella,4.66,poco_comun,,3,llana
evidencia,4.66,poco_comun,,4,llana
firma,4.66,poco_comun,,2,llana
guardia,4.66,poco_comun,,2,llana
juventud,4.66,poco_comun,,3,aguda
martes,4.66,poco_comun,,2,llana
metro,4.66,poco_comun,,2,llana
navidad,4.66,poco_comun,,3,aguda
probable,4.66,poco_comun,,3,llana
responder,4.66,poco_comun,verbo,3,aguda
sencillo,4.66,poco_comun,,3,llana
señal,4.66,poco_comun,,2,aguda
superficie,4.66,poco_comun,,4,llana
temprano,4.66,poco_comun,,3,llana
tradición,4.66,poco_comun,,3,aguda
universo,4.66,poco_comun,,4,llana
valle,4.66,poco_comun,,2,llana
viento,4.66,poco_comun,,2,llana
arma,4.65,poco_comun,,2,llana
colección,4.65,poco_comun,,3,aguda
conversación,4.65,poco_comun,,4,aguda
escenario,4.65,poco_comun,,4,llana
exposición,4.65,poco_comun,,4,aguda
hermoso,4.65,poco_comun,,3,llana
igualdad,4.65,poco_comun,,3,aguda
invierno,4.65,poco_comun,,3,llana
luchar,4.65,poco_comun,verbo,2,aguda
moda,4.65,poco_comun,,2,llana
método,4.65,poco_comun,,3,esdrujula
oferta,4.65,poco_comun,,3,llana
onda,4.65,poco_comun,,2,llana
salvador,4.65,poco_comun,,3,aguda
sentencia,4.65,poco_comun,,3,llana
sesión,4.65,poco_comun,,2,aguda
software,4.65,poco_comun,,3,llana
sonido,4.65,poco_comun,,3,llana
sorpresa,4.65,poco_comun,,3,llana
tarjeta,4.65,poco_comun,,3,llana
asimismo,4.64,poco_comun,,4,llana
bolsa,4.64,poco_comun,,2,llana
cerebro,4.64,poco_comun,,3,llana
clima,4.64,poco_comun,,2,llana
comportamiento,4.64,poco_comun,,5,llana
corriente,4.64,poco_comun,,3,llana
corta,4.64,poco_comun,,2,llana
discusión,4.64,poco_comun,,3,aguda
do,4.64,poco_comun,,1,aguda
dominio,4.64,poco_comun,,3,llana
escala,4.64,poco_comun,,3,llana
espalda,4.64,poco_comun,,3,llana
gracia,4.64,poco_comun,,2,llana
intervención,4.64,poco_comun,,4,aguda
montón,4.64,poco_comun,,2,aguda
pasada,4.64,poco_comun,,3,llana
probar,4.64,poco_comun,verbo,2,aguda
sensación,4.64,poco_comun,,3,aguda
show,4.64,poco_comun,,1,aguda
terrible,4.64,poco_comun,,3,llana
vergüenza,4.64,poco_comun,,3,llana
víctima,4.64,poco_comun,,3,esdrujula
acabar,4.63,poco_comun,verbo,3,aguda
agencia,4.63,poco_comun,,3,llana
apoyar,4.63,poco_comun,verbo,3,aguda
asistencia,4.63,poco_comun,,4,llana
ayuntamiento,4.63,poco_comun,,5,llana
bajar,4.63,poco_comun,verbo,2,aguda
cabe,4.63,poco_comun,,2,llana
comandante,4.63,poco_comun,,4,llana
constante,4.63,poco_comun,,3,llana
examen,4.63,poco_comun,,3,llana
felipe,4.63,poco_comun,,3,llana
fundamental,4.63,poco_comun,,4,aguda
impuesto,4.63,poco_comun,,3,llana
industrial,4.63,poco_comun,,3,aguda
mapa,4.63,poco_comun,,2,llana
masa,4.63,poco_comun,,2,llana
mentira,4.63,poco_comun,,3,llana
miércoles,4.63,poco_comun,,3,esdrujula
novio,4.63,poco_comun,,2,llana
periódico,4.63,poco_comun,,4,esdrujula
placer,4.63,poco_comun,,2,aguda
representación,4.63,poco_comun,,5,aguda
resumen,4.63,poco_comun,,3,llana
titular,4.63,poco_comun,verbo,3,aguda
turismo,4.63,poco_comun,,3,llana
vender,4.63,poco_comun,verbo,2,aguda
viajar,4.63,poco_comun,verbo,2,aguda
vuelo,4.63,poco_comun,,2,llana
actuar,4.62,poco_comun,verbo,2,aguda
alcance,4.62,poco_comun,,3,llana
anual,4.62,poco_comun,,2,aguda
archivo,4.62,poco_comun,,3,llana
aumentar,4.62,poco_comun,verbo,3,aguda
beneficio,4.62,poco_comun,,4,llana
carajo,4.62,poco_comun,,3,llana
cerrar,4.62,poco_comun,verbo,2,aguda
continuar,4.62,poco_comun,verbo,3,aguda
cuello,4.62,poco_comun,,2,llana
dictadura,4.62,poco_comun,,4,llana
década,4.62,poco_comun,,3,esdrujula
establecer,4.62,poco_comun,verbo,4,aguda
famoso,4.62,poco_comun,,3,llana
gato,4.62,poco_comun,,2,llana
gay,4.62,poco_comun,,1,aguda
lectura,4.62,poco_comun,,3,llana
martín,4.62,poco_comun,,2,aguda
porqué,4.62,poco_comun,,2,aguda
príncipe,4.62,poco_comun,,3,esdrujula
tiro,4.62,poco_comun,,2,llana
torno,4.62,poco_comun,,2,llana
carretera,4.61,poco_comun,,4,llana
caída,4.61,poco_comun,,3,llana
cola,4.61,poco_comun,,2,llana
cristo,4.61,poco_comun,,2,llana
disposición,4.61,poco_comun,,4,aguda
dueño,4.61,poco_comun,,2,llana
editorial,4.61,poco_comun,,4,aguda
labor,4.61,poco_comun,,2,aguda
letra,4.61,poco_comun,,2,llana
lluvia,4.61,poco_comun,,2,llana
marido,4.61,poco_comun,,3,llana
mostrar,4.61,poco_comun,verbo,2,aguda
oeste,4.61,poco_comun,,3,llana
sentimiento,4.61,poco_comun,,4,llana
tasa,4.61,poco_comun,,2,llana
tocar,4.61,poco_comun,verbo,2,aguda
tranquilo,4.61,poco_comun,,3,llana
universal,4.61,poco_comun,,4,aguda
vivienda,4.61,poco_comun,,3,llana
alegría,4.6,poco_comun,,4,llana
amistad,4.6,poco_comun,,3,aguda
castro,4.6,poco_comun,,2,llana
cero,4.6,poco_comun,,2,llana
cliente,4.6,poco_comun,,2,llana
concierto,4.6,poco_comun,,3,llana
correr,4.6,poco_comun,verbo,2,aguda
córdoba,4.6,poco_comun,,3,esdrujula
descripción,4.6,poco_comun,,3,aguda
elegido,4.6,poco_comun,,4,llana
evolución,4.6,poco_comun,,4,aguda
infantil,4.6,poco_comun,,3,aguda
ingreso,4.6,poco_comun,,3,llana
moneda,4.6,poco_comun,,3,llana
motor,4.6,poco_comun,,2,aguda
occidental,4.6,poco_comun,,4,aguda
panamá,4.6,poco_comun,,3,aguda
permanente,4.6,poco_comun,,4,llana
punta,4.6,poco_comun,,2,llana
traducción,4.6,poco_comun,,3,aguda
tráfico,4.6,poco_comun,,3,esdrujula
ángel,4.6,poco_comun,,2,llana
adentro,4.59,poco_comun,,3,llana
ana,4.59,poco_comun,,2,llana
caliente,4.59,poco_comun,,3,llana
caracas,4.59,poco_comun,,3,llana
cariño,4.59,poco_comun,,3,llana
chino,4.59,poco_comun,,2,llana
constitucional,4.59,poco_comun,,5,aguda
controlar,4.59,poco_comun,verbo,3,aguda
coronel,4.59,poco_comun,,3,aguda
diputado,4.59,poco_comun,,4,llana
disfrutar,4.59,poco_comun,verbo,3,aguda
enrique,4.59,poco_comun,,3,llana
entero,4.59,poco_comun,,3,llana
excepto,4.59,poco_comun,,3,llana
filosofía,4.59,poco_comun,,5,llana
licencia,4.59,poco_comun,,3,llana
millón,4.59,poco_comun,,2,aguda
parlamento,4.59,poco_comun,,4,llana
pecho,4.59,poco_comun,,2,llana
pelea,4.59,poco_comun,,3,llana
proteger,4.59,poco_comun,verbo,3,aguda
reducir,4.59,poco_comun,verbo,3,aguda
toque,4.59,poco_comun,,2,llana
tío,4.59,poco_comun,,2,llana
volumen,4.59,poco_comun,,3,llana
ámbito,4.59,poco_comun,,3,esdrujula
alianza,4.58,poco_comun,,3,llana
amenaza,4.58,poco_comun,,4,llana
campeón,4.58,poco_comun,,3,aguda
castillo,4.58,poco_comun,,3,llana
colectivo,4.58,poco_comun,,4,llana
complejo,4.58,poco_comun,,3,llana
conexión,4.58,poco_comun,,3,aguda
escucha,4.58,poco_comun,,3,llana
fotografía,4.58,poco_comun,,5,llana
linda,4.58,poco_comun,,2,llana
límite,4.58,poco_comun,,3,esdrujula
mezcla,4.58,poco_comun,,2,llana
parar,4.58,poco_comun,verbo,2,aguda
poesía,4.58,poco_comun,,4,llana
raza,4.58,poco_comun,,2,llana
reacción,4.58,poco_comun,,3,aguda
representante,4.58,poco_comun,,5,llana
salón,4.58,poco_comun,,2,aguda
áfrica,4.58,poco_comun,,3,esdrujula
árbol,4.58,poco_comun,,2,llana
útil,4.58,poco_comun,,2,llana
bosque,4.57,poco_comun,,2,llana
denuncia,4.57,poco_comun,,3,llana
desarrollar,4.57,poco_comun,verbo,4,aguda
estudiante,4.57,poco_comun,,4,llana
europeo,4.57,poco_comun,,4,llana
fase,4.57,poco_comun,,2,llana
ideal,4.57,poco_comun,,3,aguda
ilegal,4.57,poco_comun,,3,aguda
imperio,4.57,poco_comun,,3,llana
jornada,4.57,poco_comun,,3,llana
nacimiento,4.57,poco_comun,,4,llana
patrimonio,4.57,poco_comun,,4,llana
primavera,4.57,poco_comun,,4,llana
reconocer,4.57,poco_comun,verbo,4,aguda
romper,4.57,poco_comun,verbo,2,aguda
rostro,4.57,poco_comun,,2,llana
ruido,4.57,poco_comun,,2,llana
sal,4.57,poco_comun,,1,aguda
significado,4.57,poco_comun,,5,llana
tomo,4.57,poco_comun,,2,llana
vestido,4.57,poco_comun,,3,llana
virgen,4.57,poco_comun,,2,llana
vosotros,4.57,poco_comun,,3,llana
actuación,4.56,poco_comun,,3,aguda
alcohol,4.56,poco_comun,,3,aguda
ama,4.56,poco_comun,,2,llana
apertura,4.56,poco_comun,,4,llana
caballo,4.56,poco_comun,,3,llana
cierre,4.56,poco_comun,,2,llana
comenzar,4.56,poco_comun,verbo,3,aguda
definición,4.56,poco_comun,,4,aguda
desastre,4.56,poco_comun,,3,llana
efectivo,4.56,poco_comun,,4,llana
emergencia,4.56,poco_comun,,4,llana
enlace,4.56,poco_comun,,3,llana
felicidad,4.56,poco_comun,,4,aguda
firme,4.56,poco_comun,,2,llana
guía,4.56,poco_comun,,3,llana
haz,4.56,poco_comun,,1,aguda
herramienta,4.56,poco_comun,,4,llana
inmediato,4.56,poco_comun,,4,llana
jardín,4.56,poco_comun,,2,aguda
maduro,4.56,poco_comun,,3,llana
máquina,4.56,poco_comun,,3,esdrujula
personalidad,4.56,poco_comun,,5,aguda
perspectiva,4.56,poco_comun,,4,llana
peña,4.56,poco_comun,,2,llana
recuperar,4.56,poco_comun,verbo,4,aguda
rock,4.56,poco_comun,,1,aguda
agricultura,4.55,poco_comun,,5,llana
alemán,4.55,poco_comun,,3,aguda
alternativa,4.55,poco_comun,,5,llana
amplio,4.55,poco_comun,,2,llana
arena,4.55,poco_comun,,3,llana
argumento,4.55,poco_comun,,4,llana
caminar,4.55,poco_comun,verbo,3,aguda
combate,4.55,poco_comun,,3,llana
consulta,4.55,poco_comun,,3,llana
demostrar,4.55,poco_comun,verbo,3,aguda
dignidad,4.55,poco_comun,,3,aguda
enviar,4.55,poco_comun,verbo,2,aguda
extremo,4.55,poco_comun,,3,llana
generar,4.55,poco_comun,verbo,3,aguda
gol,4.55,poco_comun,,1,aguda
inferior,4.55,poco_comun,,3,aguda
mental,4.55,poco_comun,,2,aguda
montaña,4.55,poco_comun,,3,llana
musical,4.55,poco_comun,,3,aguda
orgullo,4.55,poco_comun,,3,llana
oriente,4.55,poco_comun,,3,llana
paciente,4.55,poco_comun,,3,llana
paga,4.55,poco_comun,,2,llana
pasión,4.55,poco_comun,,2,aguda
permitir,4.55,poco_comun,verbo,3,aguda
pieza,4.55,poco_comun,,2,llana
pintura,4.55,poco_comun,,3,llana
pista,4.55,poco_comun,,2,llana
positivo,4.55,poco_comun,,4,llana
promoción,4.55,poco_comun,,3,aguda
quedo,4.55,poco_comun,,2,llana
reciente,4.55,poco_comun,,3,llana
regresar,4.55,poco_comun,verbo,3,aguda
reserva,4.55,poco_comun,,3,llana
ritmo,4.55,poco_comun,,2,llana
robo,4.55,poco_comun,,2,llana
suyo,4.55,poco_comun,,2,llana
temperatura,4.55,poco_comun,,5,llana
tono,4.55,poco_comun,,2,llana
variedad,4.55,poco_comun,,3,aguda
academia,4.54,poco_comun,,4,llana
activo,4.54,poco_comun,,3,llana
agente,4.54,poco_comun,,3,llana
ausencia,4.54,poco_comun,,3,llana
cabello,4.54,poco_comun,,3,llana
cercano,4.54,poco_comun,,3,llana
considerar,4.54,poco_comun,verbo,4,aguda
diálogo,4.54,poco_comun,,3,esdrujula
estadio,4.54,poco_comun,,3,llana
